,ABE,ABI,ABQ,ABR,ABY,ACK,ACT,ACV,ACY,ADK,ADQ,AEX,AGS,AIA,AKN,ALB,ALO,ALS,ALW,AMA,ANC,AOO,APN,ART,ASE,ATL,ATW,ATY,AUG,AUS,AVL,AVP,AZA,AZO,BDL,BET,BFD,BFF,BFL,BFM,BGM,BGR,BHB,BHM,BIL,BIS,BJI,BKG,BKW,BLI,BLV,BMI,BNA,BOI,BOS,BPT,BQK,BQN,BRD,BRO,BRW,BTM,BTR,BTV,BUF,BUR,BWI,BZN,CAE,CAK,CDB,CDC,CDR,CDV,CEC,CEZ,CGI,CHA,CHO,CHS,CID,CIU,CKB,CLE,CLL,CLT,CMH,CMI,CMX,CNM,CNY,COD,COS,COU,CPR,CPX,CRP,CRW,CSG,CVG,CVN,CWA,CYF,CYS,DAB,DAL,DAY,DBQ,DCA,DDC,DEC,DEN,DFW,DHN,DIK,DLG,DLH,DRO,DRT,DSM,DTW,DUJ,DUT,DVL,EAR,EAT,EAU,ECP,EGE,EKO,ELD,ELM,ELP,ENA,ERI,ESC,EUG,EVV,EWN,EWR,EYW,FAI,FAR,FAT,FAY,FCA,FKL,FLG,FLL,FLO,FNT,FSD,FSM,FWA,GAL,GCC,GCK,GDV,GEG,GFK,GGG,GGW,GJT,GLH,GNV,GPT,GRB,GRI,GRK,GRR,GSO,GSP,GTF,GTR,GUC,GUM,HDN,HGR,HHH,HIB,HLN,HNL,HNM,HOB,HOM,HOT,HOU,HPN,HRL,HRO,HSV,HTS,HVN,HVR,HYA,HYS,IAD,IAG,IAH,ICT,IDA,ILM,IMT,IND,INL,IPL,IPT,IRK,ISN,ISP,ITH,ITO,JAC,JAN,JAX,JFK,JHM,JLN,JMS,JNU,JST,KOA,KTN,LAN,LAR,LAS,LAW,LAX,LBB,LBE,LBF,LBL,LCH,LCK,LEB,LEX,LFT,LGA,LGB,LIH,LIT,LNK,LNS,LNY,LRD,LSE,LWB,LWS,LYH,MAF,MAZ,MBS,MCE,MCI,MCK,MCO,MDT,MDW,MEI,MEM,MFE,MFR,MGM,MGW,MHK,MHT,MIA,MKE,MKG,MKK,MKT,MLB,MLI,MLU,MMH,MOB,MOT,MQT,MRY,MSL,MSN,MSO,MSP,MSS,MSY,MTJ,MVY,MWA,MYR,OAJ,OAK,OGD,OGG,OGS,OKC,OLF,OMA,OME,ONT,OOK,ORD,ORF,ORH,OTH,OTZ,OWB,PAE,PAH,PBG,PBI,PDT,PDX,PGA,PGD,PGV,PHF,PHL,PHX,PIA,PIB,PIE,PIH,PIR,PIT,PKB,PLN,PNS,PPG,PQI,PRC,PSC,PSE,PSG,PSM,PSP,PUB,PUW,PVC,PVD,PVU,PWM,RAP,RDD,RDM,RDU,RFD,RHI,RIC,RIW,RKD,RKS,RNO,ROA,ROC,ROW,RST,RSW,RUT,SAF,SAN,SAT,SAV,SBA,SBN,SBP,SBY,SCC,SCE,SCK,SDF,SDP,SDY,SEA,SFB,SFO,SGF,SGU,SHD,SHH,SHR,SHV,SIT,SJC,SJT,SJU,SLC,SLK,SLN,SMF,SMX,SNA,SOW,SPI,SPN,SPS,SRQ,STC,STL,STS,STT,STX,SUN,SUX,SWF,SWO,SYR,TBN,TEX,TLH,TOL,TPA,TRI,TTN,TUL,TUP,TUS,TVC,TVF,TWF,TXK,TYR,TYS,UIN,USA,VCT,VDZ,VEL,VLD,VPS,VQS,WRG,WYS,XNA,XWA,YAK,YKM,YUM,GST,IWD,MCN
IPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,24,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,11,11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,8,2,7,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,1,0,0,0,0,0,0,5,2,0,0,0,2,0,0,0,1,0,0,0,0,2,0,4,0,2,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,3,1,0,0,0,0,0,0,0,6,0,2,0,0,1,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,4,1,0,0,0,5,0,1,6,4,2,1,1,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0
IRK,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISP,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,1,0,40,0,215,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,27,0,50,29,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,36,1,0,0,0,0,80,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,31,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,37,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,896,0,53,0,6,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,16,0,0,0,133,0,9,0,0,0,3,0,1,0,0,0,1,37,0,0,0,0,0,0,0,312,0,1,0,0,0,0,0,41,0,0,0,0,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,7,0,0,79,0,0,26,10,2,0,0,0,0,0,0,0,26,0,0,1,0,2,1,0,0,0,0,0,0,0,0,4,2,0,0,4,0,1,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITH,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,15,1,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,1,5,0,3,0,0,26,16,0,0,0,0,0,0,2,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,34,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,1,0,1,0,0,0,0,13,1,0,0,0,3,0,0,0,0,0,0,0,0,2,0,15,0,2,0,0,0,1,0,0,0,0,0,2,0,2,0,5,0,27,4,0,0,0,0,0,0,0,5,0,5,0,0,0,1,0,18,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,1,0,0,0,1,0,0,0,0,9,0,0,12,2,2,0,0,2,0,0,0,0,4,0,0,20,0,24,0,0,0,0,0,1,0,3,0,0,7,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITO,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,5,8,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,7,0,63,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,26,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,25,0,266,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,33,0,0,0,0,1,5,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,26,1,0,1,0,0,0,0,0,0,0,0,0,30,0,43,1,0,0,0,0,0,0,1,0,1,10,0,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAC,10,2,9,0,1,0,7,0,0,0,1,9,7,0,0,26,0,0,0,7,11,0,0,0,2,493,8,0,0,190,17,8,0,2,66,0,0,0,3,0,0,6,0,107,0,3,0,0,0,0,0,5,196,2,243,0,1,0,0,0,0,0,30,9,30,7,135,0,25,3,0,0,0,0,0,0,0,35,4,51,11,0,0,98,5,190,99,2,0,0,1,0,8,1,0,0,4,5,1,118,0,3,0,0,4,0,23,1,143,0,0,238,657,0,0,0,2,4,0,37,158,0,0,1,1,0,0,12,1,0,0,2,15,0,3,0,5,12,0,305,4,1,6,16,1,7,0,4,78,0,2,11,8,15,0,0,0,0,7,0,4,0,5,0,9,8,2,0,3,60,24,70,0,0,1,0,0,0,4,0,0,6,0,0,0,0,19,1,1,0,31,0,0,0,0,2,140,0,349,22,0,12,0,105,0,0,0,0,0,0,0,0,0,43,65,118,0,0,0,0,0,2,0,6,0,48,1,339,6,0,0,0,7,0,0,34,29,260,8,1,32,1,0,0,1,1,0,0,2,18,0,0,0,115,0,176,23,0,0,87,2,3,3,0,0,14,75,50,0,0,0,2,7,22,0,18,1,0,2,0,37,0,118,0,120,3,0,0,5,1,1,0,1,0,72,0,39,0,15,0,670,36,0,0,0,0,0,0,0,26,0,29,0,0,0,0,217,117,16,0,0,0,0,94,0,1,36,0,1,0,2,0,0,0,12,0,0,0,19,0,23,5,1,2,157,0,0,71,0,0,0,14,19,22,1,1,31,0,1,124,69,19,9,8,14,0,0,14,0,59,0,0,72,0,238,17,5,0,0,0,24,1,54,4,3,55,0,0,51,0,81,0,4,0,1,7,0,123,1,0,0,0,0,0,0,22,0,0,17,0,168,10,0,59,0,21,17,0,0,5,6,55,0,0,0,0,0,0,8,0,0,0,41,0,0,0,0,0,0,0
JAN,1,2,11,0,0,0,8,0,0,0,0,0,9,0,0,6,0,0,0,5,17,0,0,0,6,173,2,0,0,57,16,4,0,0,19,0,0,1,7,0,0,4,0,0,12,4,0,0,0,0,0,3,19,15,35,1,2,0,0,11,0,1,0,5,14,8,106,17,19,6,0,0,0,0,0,0,0,8,8,34,5,1,0,37,4,83,30,0,1,0,0,1,31,2,0,0,9,5,1,23,0,0,0,0,7,0,6,0,59,0,0,131,169,0,0,0,0,8,1,9,93,0,0,0,0,0,0,1,3,0,0,0,18,0,2,0,3,1,5,44,10,4,3,21,5,7,0,5,39,0,5,6,1,5,0,0,2,0,7,1,0,0,11,0,8,0,5,1,8,9,16,12,0,0,1,1,2,0,2,0,2,7,0,1,0,0,8,0,7,0,0,0,0,0,0,0,18,0,164,9,1,9,0,32,0,0,2,0,0,1,0,2,39,0,35,12,0,1,0,1,0,0,0,2,2,133,2,149,9,0,0,0,0,0,0,12,0,60,0,1,0,0,0,0,17,1,0,3,1,33,0,0,0,35,0,90,8,1,0,0,7,2,0,0,1,4,23,30,0,0,0,8,4,0,0,0,2,0,4,0,13,11,57,0,0,6,0,0,9,10,1,0,0,0,23,0,27,0,38,0,118,43,0,0,1,0,0,0,0,25,0,53,0,0,7,7,60,85,3,0,0,0,0,33,0,0,0,0,0,0,2,0,0,0,5,1,0,0,10,0,14,8,3,1,65,0,0,34,0,0,0,20,10,6,0,2,31,0,1,80,59,23,5,14,3,1,0,1,0,11,0,0,93,0,80,6,2,0,0,1,0,0,18,4,12,57,0,0,47,0,49,0,1,0,0,15,0,27,0,5,0,2,0,0,0,8,0,0,7,1,66,3,0,23,0,17,4,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,5,1,0,0,5,0,0,0
JAX,18,14,55,0,0,7,5,1,0,0,1,8,2,0,0,79,1,0,0,22,80,0,2,5,9,1228,15,0,0,270,52,42,0,7,171,0,0,0,8,0,0,40,0,83,29,11,1,0,0,0,151,16,1086,83,649,3,0,0,3,9,0,2,34,33,76,61,1421,72,8,38,0,1,0,0,0,1,1,42,26,2,52,1,1,284,9,268,274,2,4,0,2,2,99,10,5,0,44,25,3,486,0,16,0,0,0,233,71,0,427,0,0,1109,846,1,0,0,10,15,1,80,504,1,0,1,0,0,3,4,10,0,0,2,111,0,14,6,12,29,8,720,41,8,26,49,12,60,0,7,25,1,47,22,3,49,0,0,4,0,81,8,1,0,18,0,0,23,28,11,22,206,67,45,12,8,2,5,1,0,0,4,0,48,0,0,0,0,350,6,12,0,52,10,2,0,0,0,366,0,393,70,3,19,3,426,2,0,1,0,0,47,1,0,62,39,0,495,0,4,0,2,0,1,2,3,0,580,4,464,27,0,0,1,8,73,0,52,16,150,5,1,101,4,0,0,6,8,0,1,11,32,0,3,0,301,0,0,58,204,0,241,24,17,6,0,2,105,256,225,0,0,0,0,31,13,0,22,6,6,4,1,59,24,316,0,164,13,2,0,18,29,51,0,3,0,196,0,134,0,116,0,728,359,0,0,0,0,0,1,1,0,1,198,0,0,10,18,1109,426,29,1,0,2,0,442,0,3,17,0,2,0,9,0,0,0,23,0,2,0,174,0,137,38,5,4,164,0,3,145,2,0,0,58,34,61,5,21,0,0,2,395,230,0,12,51,6,17,0,12,0,186,0,0,457,0,246,63,6,0,0,2,33,0,86,8,58,308,0,0,206,0,114,0,5,2,3,0,0,323,1,24,9,3,5,5,2,61,0,0,0,22,0,28,0,118,0,97,31,0,3,8,6,82,0,0,0,0,0,0,5,0,0,2,54,5,0,0,8,0,0,0
JFK,0,0,38,6,2,308,1,0,0,0,4,1,42,0,1,0,0,0,2,2,171,0,2,0,0,2475,7,0,1,464,28,0,0,10,0,0,0,0,10,0,0,0,2,55,18,9,1,0,0,4,0,3,105,48,436,0,0,1,2,0,0,4,24,63,519,42,0,127,57,3,0,2,0,0,0,0,0,21,8,541,8,1,0,14,0,646,51,1,0,0,0,5,18,1,5,1,2,16,4,40,0,4,0,0,25,6,24,0,39,0,0,1717,226,2,0,0,2,0,0,16,456,0,0,0,0,4,0,29,0,1,0,0,14,0,0,0,53,5,7,0,20,34,10,57,29,82,0,13,2653,4,0,9,2,8,0,0,1,0,58,6,1,0,17,0,18,11,4,0,6,19,48,54,11,5,0,0,0,0,17,1,9,101,0,0,0,0,10,0,5,0,14,3,0,0,28,0,119,0,216,10,9,49,1,58,0,0,0,0,0,0,0,2,108,20,514,0,0,0,0,7,0,22,4,14,0,1423,1,6303,1,0,0,0,0,0,0,19,3,0,108,10,16,0,0,0,6,3,0,4,5,2,3,3,0,59,0,2720,0,4,0,73,1,62,13,0,3,0,1497,20,0,1,0,10,3,4,0,15,5,1,4,0,20,41,326,0,481,1,305,0,35,23,10,0,20,0,97,0,33,0,82,0,529,21,0,0,0,0,0,0,0,944,0,713,0,0,2,6,0,1119,2,0,0,2,0,3,0,4,26,0,0,0,17,3,1,0,132,0,4,4,0,0,0,16,0,48,644,0,2,21,0,0,0,153,14,257,1,3,542,0,4,887,60,502,16,19,13,0,0,0,0,44,0,0,1666,0,2666,16,24,0,0,0,8,5,74,0,2756,935,2,0,222,0,82,0,0,0,0,33,0,24,9,388,45,29,0,0,0,83,0,0,24,1,1305,5,0,15,1,63,12,0,6,1,0,27,0,0,0,0,0,6,23,1,0,14,10,0,0,2,16,2,0,0
JHM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JLN,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,2,0,0,0,7,1,1,0,0,2,0,0,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,3,4,2,0,0,0,0,1,0,0,2,0,3,3,6,0,2,1,0,0,0,0,0,0,0,2,2,3,0,0,0,3,1,10,3,0,0,0,0,0,8,0,0,0,3,0,0,6,0,0,0,0,0,0,2,0,12,0,0,13,55,0,0,0,0,1,0,0,11,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,1,0,0,5,0,1,2,5,1,0,0,1,7,1,1,0,0,1,0,0,0,0,4,0,0,0,1,0,2,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,15,0,9,2,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,7,1,0,0,0,3,0,1,0,0,1,9,4,0,0,0,0,0,1,0,1,0,1,0,0,0,2,5,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,13,0,0,2,0,0,0,0,0,0,0,5,0,8,0,0,0,0,12,20,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,7,0,0,0,2,0,1,1,0,0,4,0,0,3,0,0,0,4,0,0,0,0,9,0,0,15,3,2,0,1,1,0,0,2,0,2,0,0,15,0,7,0,1,0,0,0,0,0,2,0,2,23,0,0,15,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,1,1,0,0,0,2,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0
