,ATL,BOS,CLT,DEN,DFW,DTW,HNL,IAH,LAS,LAX,MCO,MEM,MIA,MSP,PHL,PHX,SAN,SEA,SFO,SLC,TPA,CHI,NYC,WAS
MEM,2614.0,646.0,1049.0,1851.0,2328.0,752.0,181.0,1465.0,2340.0,2032.0,2924.0,0.0,1988.0,689.0,741.0,1214.0,548.0,494.0,519.0,537.0,995.0,2535.0,2607.0,2257.0
MIA,29441.0,21066.0,8510.0,13158.0,11712.0,13616.0,601.0,10150.0,9970.0,19627.0,5560.0,2028.0,5.0,5291.0,15614.0,5772.0,3328.0,4068.0,7806.0,3878.0,5048.0,27458.0,96306.0,28320.0
MSP,4827.0,5181.0,2539.0,10352.0,6275.0,2724.0,844.0,3084.0,10429.0,7691.0,11066.0,724.0,5552.0,0.0,2486.0,12871.0,4024.0,4649.0,4869.0,1941.0,5407.0,10179.0,9721.0,7355.0
PHL,11299.0,6212.0,4731.0,6490.0,6093.0,2865.0,509.0,4205.0,6965.0,9229.0,20727.0,716.0,15790.0,2486.0,0.0,4878.0,2671.0,2484.0,4248.0,1590.0,8614.0,8996.0,42.0,151.0
PHX,6876.0,5686.0,3632.0,18684.0,7706.0,6595.0,3126.0,4177.0,9876.0,10516.0,6357.0,1216.0,6435.0,12649.0,4894.0,0.0,7943.0,16872.0,8555.0,9602.0,3480.0,21955.0,15948.0,8934.0
SAN,4059.0,5437.0,2017.0,9712.0,4985.0,2948.0,4820.0,2858.0,8454.0,234.0,3024.0,539.0,3641.0,4056.0,2775.0,7752.0,0.0,11492.0,10702.0,5406.0,1556.0,9078.0,12183.0,7029.0
SEA,5102.0,5462.0,1626.0,10182.0,5959.0,2835.0,6746.0,4387.0,15701.0,16489.0,5110.0,493.0,4183.0,4805.0,2496.0,16887.0,11503.0,0.0,11278.0,5620.0,3042.0,8603.0,12378.0,7598.0
SFO,5441.0,11291.0,2589.0,8446.0,6226.0,3810.0,8151.0,4846.0,11765.0,19156.0,4774.0,476.0,7890.0,4787.0,4261.0,8413.0,10808.0,11093.0,0.0,3501.0,2485.0,12510.0,35171.0,11084.0
SLC,3681.0,3053.0,1646.0,8207.0,5366.0,1720.0,2472.0,2854.0,6251.0,10392.0,6508.0,564.0,3903.0,1985.0,1544.0,9703.0,5355.0,5702.0,3484.0,0.0,1830.0,4026.0,6992.0,4284.0
TPA,9439.0,8134.0,2713.0,7717.0,5244.0,8012.0,481.0,3217.0,5277.0,4206.0,0.0,1033.0,5069.0,5273.0,8631.0,3301.0,1443.0,2902.0,2291.0,1829.0,0.0,15365.0,25429.0,12418.0
CHI,18313.0,14157.0,6009.0,18325.0,12117.0,3760.0,2386.0,10914.0,19953.0,23527.0,24031.0,2454.0,28166.0,10231.0,9178.0,22362.0,8944.0,8436.0,12575.0,4050.0,15627.0,0.0,38244.0,19719.0
NYC,39724.0,14425.0,15376.0,18403.0,25926.0,13786.0,3474.0,19671.0,18864.0,51801.0,54856.0,2633.0,98771.0,9831.0,33.0,15785.0,11985.0,12290.0,35380.0,7031.0,25779.0,38279.0,2.0,8232.0
WAS,22085.0,18994.0,7004.0,14540.0,10687.0,7715.0,2347.0,7948.0,10672.0,19736.0,27299.0,2268.0,28894.0,7292.0,155.0,8933.0,7071.0,7570.0,11033.0,4294.0,12520.0,19575.0,8352.0,0.0
